"","Plasmid","Chrom","Genes","Interacting_genes","Interactions","Total_Genes","Total_Interactions","Jaccard"
"2086","NZ_KX523901.1","Ehrlichia_canis_str._Jake_","12","0","0","928","13743",NA
"2087","MT441554.1","Ehrlichia_canis_str._Jake_","18","0","0","928","13743",NA
"2088","JN626286.1","Rhodospirillum_rubrum_ATCC_11170_","37","30","29","3791","54934",NA
"2089","LN864819.1","Rhodospirillum_rubrum_ATCC_11170_","57","30","29","3791","54934",NA
"2090","NZ_KX523901.1","Rhodospirillum_rubrum_ATCC_11170_","12","0","0","3791","54934",NA
"2091","MT441554.1","Rhodospirillum_rubrum_ATCC_11170_","18","0","0","3791","54934",NA
"2092","JN626286.1","Cytophaga_hutchinsonii_ATCC_33406_","37","66","66","3789","62219",NA
"2093","LN864819.1","Cytophaga_hutchinsonii_ATCC_33406_","57","74","73","3789","62219",NA
"2094","NZ_KX523901.1","Cytophaga_hutchinsonii_ATCC_33406_","12","49","48","3789","62219",NA
"2095","MT441554.1","Cytophaga_hutchinsonii_ATCC_33406_","18","56","58","3789","62219",NA
"2096","JN626286.1","Geobacter_metallireducens_GS-15_","37","135","134","3579","67223",NA
"2097","LN864819.1","Geobacter_metallireducens_GS-15_","57","135","134","3579","67223",NA
"2098","NZ_KX523901.1","Geobacter_metallireducens_GS-15_","12","88","87","3579","67223",NA
"2099","MT441554.1","Geobacter_metallireducens_GS-15_","18","104","107","3579","67223",NA
"2100","JN626286.1","Thermobifida_fusca_YX_","37","0","0","3112","39801",NA
"2101","LN864819.1","Thermobifida_fusca_YX_","57","0","0","3112","39801",NA
"2102","NZ_KX523901.1","Thermobifida_fusca_YX_","12","0","0","3112","39801",NA
"2103","MT441554.1","Thermobifida_fusca_YX_","18","16","15","3112","39801",NA
"2104","JN626286.1","Marinobacter_sp._ELB17_","37","19","18","4850","83227",NA
"2105","LN864819.1","Marinobacter_sp._ELB17_","57","52","50","4850","83227",NA
"2106","NZ_KX523901.1","Marinobacter_sp._ELB17_","12","0","0","4850","83227",NA
"2107","MT441554.1","Marinobacter_sp._ELB17_","18","35","34","4850","83227",NA
"2108","JN626286.1","Anabaena_cylindrica_PCC_7122_","37","20","19","5331","61448",NA
"2109","LN864819.1","Anabaena_cylindrica_PCC_7122_","57","20","19","5331","61448",NA
"2110","NZ_KX523901.1","Anabaena_cylindrica_PCC_7122_","12","0","0","5331","61448",NA
"2111","MT441554.1","Anabaena_cylindrica_PCC_7122_","18","0","0","5331","61448",NA
"2112","JN626286.1","Leptolyngbya_boryana_PCC_6306_","37","0","0","6683","115738",NA
"2113","LN864819.1","Leptolyngbya_boryana_PCC_6306_","57","0","0","6683","115738",NA
"2114","NZ_KX523901.1","Leptolyngbya_boryana_PCC_6306_","12","0","0","6683","115738",NA
"2115","MT441554.1","Leptolyngbya_boryana_PCC_6306_","18","0","0","6683","115738",NA
"2116","JN626286.1","Aggregatibacter_actinomycetemcomitans_HK1651_","37","23","22","2331","25732",NA
"2117","LN864819.1","Aggregatibacter_actinomycetemcomitans_HK1651_","57","23","22","2331","25732",NA
"2118","NZ_KX523901.1","Aggregatibacter_actinomycetemcomitans_HK1651_","12","0","0","2331","25732",NA
"2119","MT441554.1","Aggregatibacter_actinomycetemcomitans_HK1651_","18","33","32","2331","25732",NA
"2120","JN626286.1","Bacteroides_fragilis_NCTC_9343_","37","151","503","4236","58209",NA
"2121","LN864819.1","Bacteroides_fragilis_NCTC_9343_","57","157","523","4236","58209",NA
"2122","NZ_KX523901.1","Bacteroides_fragilis_NCTC_9343_","12","101","193","4236","58209",NA
"2123","MT441554.1","Bacteroides_fragilis_NCTC_9343_","18","92","89","4236","58209",NA
"2124","JN626286.1","Burkholderia_pseudomallei_K96243_","37","105","106","5736","101044",NA
"2125","LN864819.1","Burkholderia_pseudomallei_K96243_","57","113","114","5736","101044",NA
"2126","NZ_KX523901.1","Burkholderia_pseudomallei_K96243_","12","74","73","5736","101044",NA
"2127","MT441554.1","Burkholderia_pseudomallei_K96243_","18","97","102","5736","101044",NA
"2128","JN626286.1","Clostridium_acetobutylicum_ATCC_824_","37","68","75","3674","53403",NA
"2129","LN864819.1","Clostridium_acetobutylicum_ATCC_824_","57","68","75","3674","53403",NA
"2130","NZ_KX523901.1","Clostridium_acetobutylicum_ATCC_824_","12","0","0","3674","53403",NA
"2131","MT441554.1","Clostridium_acetobutylicum_ATCC_824_","18","23","22","3674","53403",NA
"2132","JN626286.1","Peptoclostridium_difficile_630_","37","83","102","3825","56970",NA
"2133","LN864819.1","Peptoclostridium_difficile_630_","57","83","102","3825","56970",NA
"2134","NZ_KX523901.1","Peptoclostridium_difficile_630_","12","43","42","3825","56970",NA
"2135","MT441554.1","Peptoclostridium_difficile_630_","18","43","42","3825","56970",NA
"2136","JN626286.1","Gluconacetobacter_diazotrophicus_PA1_5_","37","121","119","3811","45926",NA
"2137","LN864819.1","Gluconacetobacter_diazotrophicus_PA1_5_","57","184","183","3811","45926",NA
"2138","NZ_KX523901.1","Gluconacetobacter_diazotrophicus_PA1_5_","12","54","53","3811","45926",NA
"2139","MT441554.1","Gluconacetobacter_diazotrophicus_PA1_5_","18","126","128","3811","45926",NA
"2140","JN626286.1","Lactobacillus_acidophilus_NCFM_","37","30","28","1863","23950",NA
"2141","LN864819.1","Lactobacillus_acidophilus_NCFM_","57","30","28","1863","23950",NA
"2142","NZ_KX523901.1","Lactobacillus_acidophilus_NCFM_","12","3","2","1863","23950",NA
"2143","MT441554.1","Lactobacillus_acidophilus_NCFM_","18","12","10","1863","23950",NA
"2144","JN626286.1","Lactococcus_lactis_subsp._lactis_Il1403_","37","25","24","2266","33438",NA
"2145","LN864819.1","Lactococcus_lactis_subsp._lactis_Il1403_","57","25","24","2266","33438",NA
"2146","NZ_KX523901.1","Lactococcus_lactis_subsp._lactis_Il1403_","12","34","33","2266","33438",NA
"2147","MT441554.1","Lactococcus_lactis_subsp._lactis_Il1403_","18","52","53","2266","33438",NA
"2148","JN626286.1","Legionella_pneumophila_subsp._pneumophila_str._Philadelphia_1_","37","59","85","2949","36859",NA
"2149","LN864819.1","Legionella_pneumophila_subsp._pneumophila_str._Philadelphia_1_","57","83","110","2949","36859",NA
"2150","NZ_KX523901.1","Legionella_pneumophila_subsp._pneumophila_str._Philadelphia_1_","12","59","64","2949","36859",NA
"2151","MT441554.1","Legionella_pneumophila_subsp._pneumophila_str._Philadelphia_1_","18","69","75","2949","36859",NA
"2152","JN626286.1","Listeria_innocua_Clip11262_","37","66","90","3091","48590",NA
"2153","LN864819.1","Listeria_innocua_Clip11262_","57","66","90","3091","48590",NA
"2154","NZ_KX523901.1","Listeria_innocua_Clip11262_","12","14","13","3091","48590",NA
"2155","MT441554.1","Listeria_innocua_Clip11262_","18","44","42","3091","48590",NA
"2156","JN626286.1","Methylobacterium_extorquens_AM1_","37","116","148","4996","71208",NA
"2157","LN864819.1","Methylobacterium_extorquens_AM1_","57","186","229","4996","71208",NA
"2158","NZ_KX523901.1","Methylobacterium_extorquens_AM1_","12","62","61","4996","71208",NA
"2159","MT441554.1","Methylobacterium_extorquens_AM1_","18","95","100","4996","71208",NA
"2160","JN626286.1","Mycobacterium_leprae_TN_","37","56","69","1613","22001",NA
"2161","MT441554.1","Mycobacterium_leprae_TN_","18","42","42","1613","22001",NA
"2162","JN626286.1","Mycoplasma_mycoides_subsp._mycoides_SC_str._PG1_","37","25","24","1050","13069",NA
"2163","LN864819.1","Mycoplasma_mycoides_subsp._mycoides_SC_str._PG1_","57","25","24","1050","13069",NA
"2164","NZ_KX523901.1","Mycoplasma_mycoides_subsp._mycoides_SC_str._PG1_","12","25","24","1050","13069",NA
"2165","MT441554.1","Mycoplasma_mycoides_subsp._mycoides_SC_str._PG1_","18","25","24","1050","13069",NA
"2166","JN626286.1","Mycoplasma_pulmonis_UAB_CTIP_","37","38","37","788","9995",NA
"2167","LN864819.1","Mycoplasma_pulmonis_UAB_CTIP_","57","38","37","788","9995",NA
"2168","NZ_KX523901.1","Mycoplasma_pulmonis_UAB_CTIP_","12","38","37","788","9995",NA
"2169","MT441554.1","Mycoplasma_pulmonis_UAB_CTIP_","18","38","37","788","9995",NA
"2170","JN626286.1","Rhodobacter_capsulatus_SB_1003_","37","64","72","3493","46254",NA
"2171","LN864819.1","Rhodobacter_capsulatus_SB_1003_","57","64","72","3493","46254",NA
"2172","NZ_KX523901.1","Rhodobacter_capsulatus_SB_1003_","12","0","0","3493","46254",NA
"2173","MT441554.1","Rhodobacter_capsulatus_SB_1003_","18","19","18","3493","46254",NA
"2174","JN626286.1","Rhodobacter_sphaeroides_2.4.1_","37","126","143","3991","59215",NA
"2175","LN864819.1","Rhodobacter_sphaeroides_2.4.1_","57","126","143","3991","59215",NA
"2176","NZ_KX523901.1","Rhodobacter_sphaeroides_2.4.1_","12","80","80","3991","59215",NA
"2177","MT441554.1","Rhodobacter_sphaeroides_2.4.1_","18","94","102","3991","59215",NA
"2178","JN626286.1","Rickettsia_prowazekii_str._Madrid_E_","37","79","84","843","16329",NA
"2179","LN864819.1","Rickettsia_prowazekii_str._Madrid_E_","57","79","84","843","16329",NA
"2180","NZ_KX523901.1","Rickettsia_prowazekii_str._Madrid_E_","12","45","44","843","16329",NA
"2181","MT441554.1","Rickettsia_prowazekii_str._Madrid_E_","18","84","89","843","16329",NA
"2182","JN626286.1","Rickettsia_sibirica_246_","37","0","0","1234","21197",NA
"2183","LN864819.1","Rickettsia_sibirica_246_","57","0","0","1234","21197",NA
"2184","NZ_KX523901.1","Rickettsia_sibirica_246_","12","0","0","1234","21197",NA
"2185","MT441554.1","Rickettsia_sibirica_246_","18","26","25","1234","21197",NA
"2186","JN626286.1","Caldanaerobacter_subterraneus_subsp._tengcongensis_MB4_","37","74","73","2603","41585",NA
"2187","LN864819.1","Caldanaerobacter_subterraneus_subsp._tengcongensis_MB4_","57","45","44","2603","41585",NA
"2188","NZ_KX523901.1","Caldanaerobacter_subterraneus_subsp._tengcongensis_MB4_","12","45","44","2603","41585",NA
"2189","MT441554.1","Caldanaerobacter_subterraneus_subsp._tengcongensis_MB4_","18","45","44","2603","41585",NA
"2190","JN626286.1","Ureaplasma_parvum_serovar_3_str._ATCC_700970_","37","0","0","727","11427",NA
"2191","LN864819.1","Ureaplasma_parvum_serovar_3_str._ATCC_700970_","57","0","0","727","11427",NA
"2192","NZ_KX523901.1","Ureaplasma_parvum_serovar_3_str._ATCC_700970_","12","0","0","727","11427",NA
"2193","MT441554.1","Ureaplasma_parvum_serovar_3_str._ATCC_700970_","18","0","0","727","11427",NA
"2194","JN626286.1","Wolinella_succinogenes_DSM_1740_","37","80","80","2107","38496",NA
"2195","LN864819.1","Wolinella_succinogenes_DSM_1740_","57","80","80","2107","38496",NA
"2196","NZ_KX523901.1","Wolinella_succinogenes_DSM_1740_","12","67","67","2107","38496",NA
"2197","MT441554.1","Wolinella_succinogenes_DSM_1740_","18","67","67","2107","38496",NA
"2198","JN626286.1","Serratia_marcescens_subsp._marcescens_Db11_","37","115","131","4716","61163",NA
"2199","LN864819.1","Serratia_marcescens_subsp._marcescens_Db11_","57","97","114","4716","61163",NA
"2200","NZ_KX523901.1","Serratia_marcescens_subsp._marcescens_Db11_","12","76","78","4716","61163",NA
"2201","MT441554.1","Serratia_marcescens_subsp._marcescens_Db11_","18","93","101","4716","61163",NA
"2202","JN626286.1","Microbacterium_oleivorans_","37","13","12","2781","38379",NA
"2203","LN864819.1","Microbacterium_oleivorans_","57","13","12","2781","38379",NA
"2204","NZ_KX523901.1","Microbacterium_oleivorans_","12","0","0","2781","38379",NA
"2205","MT441554.1","Microbacterium_oleivorans_","18","21","20","2781","38379",NA
"2206","JN626286.1","Pediococcus_pentosaceus_ATCC_25745_","37","0","0","1753","24378",NA
"2207","LN864819.1","Pediococcus_pentosaceus_ATCC_25745_","57","0","0","1753","24378",NA
"2208","NZ_KX523901.1","Pediococcus_pentosaceus_ATCC_25745_","12","0","0","1753","24378",NA
"2209","MT441554.1","Pediococcus_pentosaceus_ATCC_25745_","18","34","33","1753","24378",NA
"2210","JN626286.1","Diplosphaera_colitermitum_TAV2_","37","0","0","4807","50918",NA
"2211","LN864819.1","Diplosphaera_colitermitum_TAV2_","57","0","0","4807","50918",NA
"2212","NZ_KX523901.1","Diplosphaera_colitermitum_TAV2_","12","0","0","4807","50918",NA
"2213","MT441554.1","Diplosphaera_colitermitum_TAV2_","18","0","0","4807","50918",NA
"2214","JN626286.1","Acidobacteriaceae_bacterium_TAA166_","37","0","0","4698","69777",NA
"2215","LN864819.1","Acidobacteriaceae_bacterium_TAA166_","57","0","0","4698","69777",NA
"2216","NZ_KX523901.1","Acidobacteriaceae_bacterium_TAA166_","12","0","0","4698","69777",NA
"2217","MT441554.1","Acidobacteriaceae_bacterium_TAA166_","18","0","0","4698","69777",NA
"2218","JN626286.1","Bacillus_licheniformis_DSM_13_=_ATCC_14580_","37","68","87","4181","62686",NA
"2219","LN864819.1","Bacillus_licheniformis_DSM_13_=_ATCC_14580_","57","68","87","4181","62686",NA
"2220","NZ_KX523901.1","Bacillus_licheniformis_DSM_13_=_ATCC_14580_","12","0","0","4181","62686",NA
"2221","MT441554.1","Bacillus_licheniformis_DSM_13_=_ATCC_14580_","18","0","0","4181","62686",NA
"2222","JN626286.1","Novosphingobium_aromaticivorans_DSM_12444_","37","0","0","3767","42443",NA
"2223","LN864819.1","Novosphingobium_aromaticivorans_DSM_12444_","57","0","0","3767","42443",NA
"2224","NZ_KX523901.1","Novosphingobium_aromaticivorans_DSM_12444_","12","0","0","3767","42443",NA
"2225","MT441554.1","Novosphingobium_aromaticivorans_DSM_12444_","18","0","0","3767","42443",NA
"2226","JN626286.1","Pseudogulbenkiania_ferrooxidans_2002_","37","36","35","3925","104349",NA
"2227","LN864819.1","Pseudogulbenkiania_ferrooxidans_2002_","57","36","35","3925","104349",NA
"2228","NZ_KX523901.1","Pseudogulbenkiania_ferrooxidans_2002_","12","0","0","3925","104349",NA
"2229","MT441554.1","Pseudogulbenkiania_ferrooxidans_2002_","18","37","36","3925","104349",NA
"2230","JN626286.1","Staphylococcus_haemolyticus_JCSC1435_","37","104","118","2690","31829",NA
"2231","LN864819.1","Staphylococcus_haemolyticus_JCSC1435_","57","104","118","2690","31829",NA
"2232","NZ_KX523901.1","Staphylococcus_haemolyticus_JCSC1435_","12","76","74","2690","31829",NA
"2233","MT441554.1","Staphylococcus_haemolyticus_JCSC1435_","18","63","66","2690","31829",NA
"2234","JN626286.1","Leifsonia_xyli_subsp._xyli_str._CTCB07_","37","51","52","2040","22175",NA
"2235","LN864819.1","Leifsonia_xyli_subsp._xyli_str._CTCB07_","57","47","48","2040","22175",NA
"2236","NZ_KX523901.1","Leifsonia_xyli_subsp._xyli_str._CTCB07_","12","27","26","2040","22175",NA
"2237","MT441554.1","Leifsonia_xyli_subsp._xyli_str._CTCB07_","18","45","44","2040","22175",NA
"2238","JN626286.1","Bartonella_quintana_str._Toulouse_","37","59","73","1143","17469",NA
"2239","LN864819.1","Bartonella_quintana_str._Toulouse_","57","59","73","1143","17469",NA
"2240","NZ_KX523901.1","Bartonella_quintana_str._Toulouse_","12","38","37","1143","17469",NA
"2241","MT441554.1","Bartonella_quintana_str._Toulouse_","18","52","53","1143","17469",NA
"2242","JN626286.1","Bartonella_henselae_str._Houston-1_","37","29","33","1507","20985",NA
"2243","LN864819.1","Bartonella_henselae_str._Houston-1_","57","29","33","1507","20985",NA
"2244","NZ_KX523901.1","Bartonella_henselae_str._Houston-1_","12","8","12","1507","20985",NA
"2245","MT441554.1","Bartonella_henselae_str._Houston-1_","18","25","29","1507","20985",NA
"2246","JN626286.1","Pseudoalteromonas_sp._Bsw20308_","37","0","0","4172","56052",NA
"2247","LN864819.1","Pseudoalteromonas_sp._Bsw20308_","57","0","0","4172","56052",NA
"2248","NZ_KX523901.1","Pseudoalteromonas_sp._Bsw20308_","12","0","0","4172","56052",NA
"2249","MT441554.1","Pseudoalteromonas_sp._Bsw20308_","18","0","0","4172","56052",NA
"2250","JN626286.1","Idiomarina_loihiensis_L2TR_","37","85","104","2630","37288",NA
"2251","LN864819.1","Idiomarina_loihiensis_L2TR_","57","93","119","2630","37288",NA
"2252","NZ_KX523901.1","Idiomarina_loihiensis_L2TR_","12","57","56","2630","37288",NA
"2253","MT441554.1","Idiomarina_loihiensis_L2TR_","18","69","70","2630","37288",NA
"2254","JN626286.1","Streptomyces_flavovariabilis_","37","0","0","7823","147851",NA
"2255","LN864819.1","Streptomyces_flavovariabilis_","57","0","0","7823","147851",NA
"2256","NZ_KX523901.1","Streptomyces_flavovariabilis_","12","0","0","7823","147851",NA
"2257","MT441554.1","Streptomyces_flavovariabilis_","18","0","0","7823","147851",NA
"2258","JN626286.1","Streptomyces_xylophagus_","37","0","0","10137","202332",NA
"2259","LN864819.1","Streptomyces_xylophagus_","57","0","0","10137","202332",NA
"2260","NZ_KX523901.1","Streptomyces_xylophagus_","12","0","0","10137","202332",NA
"2261","MT441554.1","Streptomyces_xylophagus_","18","0","0","10137","202332",NA
"2262","JN626286.1","Streptomyces_fulvoviolaceus_","37","0","0","10506","231545",NA
"2263","LN864819.1","Streptomyces_fulvoviolaceus_","57","0","0","10506","231545",NA
"2264","NZ_KX523901.1","Streptomyces_fulvoviolaceus_","12","0","0","10506","231545",NA
"2265","MT441554.1","Streptomyces_fulvoviolaceus_","18","0","0","10506","231545",NA
"2266","JN626286.1","Amycolatopsis_rifamycinica_","37","0","0","8316","151640",NA
"2267","LN864819.1","Amycolatopsis_rifamycinica_","57","0","0","8316","151640",NA
"2268","NZ_KX523901.1","Amycolatopsis_rifamycinica_","12","0","0","8316","151640",NA
"2269","MT441554.1","Amycolatopsis_rifamycinica_","18","20","19","8316","151640",NA
"2270","JN626286.1","Bradyrhizobium_sp._BTAi1_","37","94","117","7643","125981",NA
"2271","LN864819.1","Bradyrhizobium_sp._BTAi1_","57","94","117","7643","125981",NA
"2272","NZ_KX523901.1","Bradyrhizobium_sp._BTAi1_","12","0","0","7643","125981",NA
"2273","MT441554.1","Bradyrhizobium_sp._BTAi1_","18","59","56","7643","125981",NA
"2274","JN626286.1","Renibacterium_salmoninarum_ATCC_33209_","37","29","28","3507","40469",NA
"2275","LN864819.1","Renibacterium_salmoninarum_ATCC_33209_","57","29","28","3507","40469",NA
"2276","NZ_KX523901.1","Renibacterium_salmoninarum_ATCC_33209_","12","0","0","3507","40469",NA
"2277","MT441554.1","Renibacterium_salmoninarum_ATCC_33209_","18","14","13","3507","40469",NA
"2278","JN626286.1","Thermodesulfovibrio_yellowstonii_DSM_11347_","37","33","32","2033","31656",NA
"2279","LN864819.1","Thermodesulfovibrio_yellowstonii_DSM_11347_","57","33","32","2033","31656",NA
"2280","NZ_KX523901.1","Thermodesulfovibrio_yellowstonii_DSM_11347_","12","0","0","2033","31656",NA
"2281","MT441554.1","Thermodesulfovibrio_yellowstonii_DSM_11347_","18","17","16","2033","31656",NA
"2282","JN626286.1","Thermodesulfobacterium_commune_DSM_2178_","37","0","0","1462","17202",NA
"2283","LN864819.1","Thermodesulfobacterium_commune_DSM_2178_","57","0","0","1462","17202",NA
"2284","NZ_KX523901.1","Thermodesulfobacterium_commune_DSM_2178_","12","0","0","1462","17202",NA
"2285","MT441554.1","Thermodesulfobacterium_commune_DSM_2178_","18","8","7","1462","17202",NA
"2286","JN626286.1","Mycoplasma_bovis_PG45_","37","0","0","765","10229",NA
"2287","LN864819.1","Mycoplasma_bovis_PG45_","57","0","0","765","10229",NA
"2288","NZ_KX523901.1","Mycoplasma_bovis_PG45_","12","0","0","765","10229",NA
"2289","MT441554.1","Mycoplasma_bovis_PG45_","18","0","0","765","10229",NA
"2290","JN626286.1","Chlorobium_limicola_DSM_245_","37","44","43","2443","26227",NA
"2291","LN864819.1","Chlorobium_limicola_DSM_245_","57","44","43","2443","26227",NA
"2292","NZ_KX523901.1","Chlorobium_limicola_DSM_245_","12","0","0","2443","26227",NA
"2293","MT441554.1","Chlorobium_limicola_DSM_245_","18","3","2","2443","26227",NA
"2294","JN626286.1","Chlorobium_phaeobacteroides_DSM_266_","37","47","46","2650","26578",NA
"2295","LN864819.1","Chlorobium_phaeobacteroides_DSM_266_","57","47","46","2650","26578",NA
